Boris Kustodiev,Realism,Self Portrait ,36832.jpg
Ivan Shishkin,Realism,Gursuf,79426.jpg
Julian Alden Weir,Impressionism,After the Ride aka Visiting Neighbors,49151.jpg
James Charles,Impressionism,A Glade,70330.jpg
Marianne North,Impressionism,"In the Old Palace, Kandy, Ceylon (Sri Lanka)",16369.jpg
Thomas Jones Barker,Romanticism,News of Battle. Edinburgh after Flodden,71457.jpg
Rembrandt,Baroque,Titus Reading,68004.jpg
Albert Anker,Realism,School boy with slate board in a snowy landscape,56763.jpg
Annibale Carracci,Baroque,The Stoning of St Stephen,64153.jpg
Camille Corot,Romanticism,The Knight,92659.jpg
Maurice Prendergast,Impressionism,"The Tuileries Gardens, Paris",81648.jpg
Ivan Kramskoy,Realism,Self-portrait,68886.jpg
Gerard Terborch,Baroque,Portrait of a Young Man,50787.jpg
Antonio Carneiro,Realism,Menina com Gato (Maria),76963.jpg
Canaletto,Rococo,London: Westminster Bridge under Repair,50467.jpg
Rembrandt,Baroque,Jesus Disputing the Doctors a Larger Print,76104.jpg
Richard Parkes Bonington,Romanticism,Lake Brientz and Interlaken,51814.jpg
Rembrandt,Baroque,A Repose In Outline,68920.jpg
Sir Lawrence Alma-Tadema,Romanticism,Summer Offering(Young Girl with Roses),52179.jpg
Gustave Moreau,Symbolism,Helen on the Walls of Troy,68849.jpg
John William Waterhouse,Romanticism,The Visit of a Sick Child to the Temple of Aesculapius,44431.jpg
Gustave Loiseau,Post-Impressionism,Quay at Dieppe,60447.jpg
Camille Corot,Realism,The Paver of the Chailly,81312.jpg
Ilya Repin,Realism,Bridge in Abramtsevo,66532.jpg
Nicholas Roerich,Symbolism,The pact of Culture,76060.jpg
Pavel Svinyin,Romanticism,A Cliff,35801.jpg
Federico Zandomeneghi,Impressionism,Naked woman in the mirror,70499.jpg
Valentin Serov,Realism,Portrait of Konstantin Stanislavski,22533.jpg
Vasily Surikov,Realism,Venice,98960.jpg
Vasily Surikov,Realism,A rich man and Lazarus,24804.jpg
Boris Kustodiev,Art Nouveau (Modern),"Sketch of Kupavina for Ostrovsky's play ""Wolves and Sheep""",86423.jpg
Lev Lagorio,Romanticism,Landscape,95511.jpg
Ilya Repin,Realism,Emperor Alexander I and Emperor Napoleon in the hunt,70839.jpg
Boris Kustodiev,Art Nouveau (Modern),"Tula. Stage design for E. Zamyatin's play, 'The Flea' ",59440.jpg
John Atkinson Grimshaw,Impressionism,"Humber dockside, Hull",93800.jpg
Giovanni Battista Torriglia,Romanticism,Admist The Florentine Hills,36588.jpg
Ivan Aivazovsky,Romanticism,Battle of Chesma,56331.jpg
Ivan Shishkin,Realism,In the Grove,17929.jpg
Vasily Polenov,Realism,Cemetery among the cypress,47726.jpg
Alfred Stevens,Romanticism,A Doll,28792.jpg
Isaac Levitan,Realism,The Last Snow. Village Savvinskaya.,20849.jpg
Charles-Francois Daubigny,Realism,The isles Vierges A Bezons,99517.jpg
Iosif Iser,Impressionism,Bretania Port,73573.jpg
Vasily Vereshchagin,Realism,Kyrgyz tent on the Chu River,44475.jpg
Christopher Wood,Post-Impressionism,Self-portrait ,57713.jpg
Wyndham Lewis,Expressionism,Praxitella  ,61681.jpg
Samuel Peploe,Post-Impressionism,Iona ,13724.jpg
Edward Wadsworth,Surrealism,"L'Avant Port, Marseilles",27434.jpg
Marianne North,Impressionism,View of Round Island and a Part of St Anne's from Quarantine Island,90544.jpg
Yiannis Moralis,Expressionism,Self Portrait,78607.jpg
Maxime Maufra,Post-Impressionism,Passing through the Bar,86617.jpg
David Davies,Impressionism,Moonrise ,38284.jpg
Nicholas Roerich,Art Nouveau (Modern),"Vignette for book ""N. K. Roerich""",92852.jpg
Amedeo Modigliani,Expressionism,Portrait of Morgan Russell,81181.jpg
Maurice Quentin de La Tour,Rococo,Study for portrait of unknown woman,22047.jpg
Ivan Nikitin,Baroque,Boris Sheremetev,74293.jpg
James Tissot,Symbolism,The Conquest of the Amorites,36129.jpg
Gustave Caillebotte,Impressionism,"The Wall of the Kitchen Garden, Yerres",62719.jpg
Adriaen van Ostade,Baroque,Mother Holding Her Child in a Doorway,99990.jpg
Anthony van Dyck,Baroque,"Portrait of Marchesa Elena Grimaldi, wife of Marchese Nicola Cattaneo",83161.jpg
David Johnson,Romanticism,Ramapo Hills ,27710.jpg
James McNeill Whistler,Impressionism,The Little Rose of Lyme Regis,44234.jpg
James Charles,Impressionism,On a Sussex Farm,89938.jpg
Vasily Surikov,Realism,Pugachev,3602.jpg
Frantisek Kupka,Symbolism,Sphinx,77237.jpg
Bernardo Strozzi,Baroque,The Miracle of St. Diego of Alcantara,51158.jpg
Karl Bryullov,Romanticism,Portrait of an Unknown Woman in a Turban,5190.jpg
John Martin,Romanticism,The Great Day of His Wrath,53902.jpg
Vasily Polenov,Realism,Chronicle of our artistic circle. Drawing for the cover.,97342.jpg
Ilya Repin,Realism,Portrait of the Artist V.S. Svarog,47083.jpg
Ivan Aivazovsky,Romanticism,Sea ,66470.jpg
Richard Dadd,Romanticism,Puck,26078.jpg
Horace Vernet,Romanticism,The Battle of Valmy (September 20th 1792),85154.jpg
Konstantin Makovsky,Romanticism,Portrait of Princess M.Orlova-Davydova,43854.jpg
Konstantin Makovsky,Romanticism,Portrait of the Man in Red Velvet Suit,54261.jpg
Konstantin Somov,Symbolism,Lady,48766.jpg
Isaac Levitan,Realism,Landscape at Volga. Zhilino near Kineshma.,69437.jpg
Ivan Aivazovsky,Romanticism,Alushta,61896.jpg
Paul Gauguin,Post-Impressionism,Breton Eve,33978.jpg
Antonio Carneiro,Realism,Sinfonia Azul (Maria),12178.jpg
Rembrandt,Baroque,The Vista,27646.jpg
Canaletto,Rococo,The Molo with the Library and the Entrance to the Grand Canal,51171.jpg
Raoul Dufy,Post-Impressionism,Anemones,81936.jpg
Maurice Quentin de La Tour,Rococo,Jean Monnet,74880.jpg
Benjamin West,Rococo,Fidelia and Speranza,9034.jpg
Pyotr Konchalovsky,Realism,Portrait of film director Alexander Petrovich Dovzhenko,93805.jpg
Zdislav Beksinski,Surrealism,Untitled,84631.jpg
Max Liebermann,Impressionism,Portrait of Constantin Meunier,84151.jpg
Andre Derain,Post-Impressionism,Funeral,97703.jpg
Tsuguharu Foujita,Expressionism,Portrait of a Little Girl ,1927.jpg
Pyotr Konchalovsky,Post-Impressionism,A tree,77231.jpg
Peter Paul Rubens,Baroque,Portrait of Helena Fourment,82488.jpg
Konstantin Yuon,Impressionism,The Autumn View From The Balcony,40942.jpg
Childe Hassam,Impressionism,"South ledges, Appledore",86608.jpg
Paul Kane,Romanticism,Portrait of John Henry Lefroy ,14287.jpg
George Stefanescu-Ramnic ,Expressionism,Wedding Ornaments,54437.jpg
Thomas Lawrence,Rococo,"A View of Dovedale, Looking toward Thorpe Cloud",36883.jpg
Edward Wadsworth,Surrealism,"The First of the Ebb, the Sailor and the Sea",46451.jpg
William Scott,Expressionism,Fish Still Life Blue,102993.jpg
George Morland,Rococo,Landscape (Storm Cloud),41437.jpg
James Ward ,Romanticism,Donkey and Pigs,54952.jpg
Odilon Redon,Symbolism,The Apparition,5017.jpg
John Atkinson Grimshaw,Romanticism,"Roundhay lake, From Castle",74611.jpg
Konstantin Korovin,Impressionism,Harbour at Marseilles ,21627.jpg
Konstantin Somov,Realism,Portrait of V. Ivanov,54378.jpg
Vasily Polenov,Realism,Voria,63924.jpg
Ilya Repin,Realism,Fishing nets. Shiryaevo.,50761.jpg
Vasily Vereshchagin,Realism,Kurile Islands,61527.jpg
Boris Kustodiev,Realism,Policeman,16796.jpg
Antoine Blanchard,Impressionism,Place de la Madeleine,63971.jpg
Boris Kustodiev,Art Nouveau (Modern),Ukrainian landscape,90888.jpg
Vasily Surikov,Realism,Soldier's head in a cocked hat,63014.jpg
Boris Kustodiev,Realism,Portrait of N.V. Muraviev,90038.jpg
Arkhip Kuindzhi,Realism,View of the Isaac Cathedral at Moonlight Night,69157.jpg
Frits Thaulow,Realism,Winter in Paris,47052.jpg
Boris Kustodiev,Art Nouveau (Modern),Shrovetide,71889.jpg
Ivan Aivazovsky,Romanticism,Smugglers,25989.jpg
Frits Thaulow,Realism,A Factory Building near an Icy River in Winter,89759.jpg
Boris Kustodiev,Realism,Portrait of the Opera Singer Feodor Ivanovich Chaliapin  ,74831.jpg
Konstantin Makovsky,Romanticism,Portrait of Vera Zubova,11470.jpg
Konstantin Somov,Symbolism,Forest,85177.jpg
Arkhip Kuindzhi,Realism,Rainbow,71955.jpg
Aleksey Savrasov,Realism,Autumn Landscape with a swampy river in the moonlight,102975.jpg
Vasily Vereshchagin,Realism,Carved pillar in the refectory of the Petropavlovsk church in the village Puchugi in Vologda province,28732.jpg
John Martin,Romanticism,Calvary,43382.jpg
Vasily Vereshchagin,Realism,Portrait of a bacha,3024.jpg
Dorothy Lathrop,Art Nouveau (Modern),HITTY by Rachel Field 7,94168.jpg
Salvador Dali,Surrealism,Untitled (Spanish Dances in a Landscape),61005.jpg
Howard Pyle,Romanticism,Otto of the Silver Hand 7,65398.jpg
Ivan Aivazovsky,Romanticism,Tempest,12988.jpg
Maurice Quentin de La Tour,Rococo,Study for portrait of unknown woman,47679.jpg
Theo van Rysselberghe,Post-Impressionism,Renee Druet with violin,66784.jpg
Childe Hassam,Impressionism,The Sonata,85954.jpg
Francisco Goya,Romanticism,Nothing. The event will tell,78724.jpg
John Bratby,Expressionism,Elaine Morgan ,82362.jpg
Martiros Saryan,Realism,Spring day,97961.jpg
Charles M. Russell,Romanticism,On the Warpath ,102865.jpg
Rembrandt,Baroque,A Man with Curly Hair,64742.jpg
Jan Sluyters,Post-Impressionism,Woman,11012.jpg
Ilya Mashkov,Realism,Still life,64805.jpg
Judith Leyster,Baroque,Three Boys Merry-making,21461.jpg
Ivan Aivazovsky,Romanticism,Sea against a rocky shore,12148.jpg
Ivan Shishkin,Realism,Summer landscape with two houses,29955.jpg
Georgios Jakobides,Realism,Potrait of Vassilakis Melas,21881.jpg
Konstantin Somov,Symbolism,Wednesday,80418.jpg
Ilya Repin,Realism,Old woman,57037.jpg
Isaac Levitan,Realism,Oak trunk in early summer,54332.jpg
Isaac Levitan,Realism,Big road. Sunny autumn day.,40346.jpg
Isaac Levitan,Realism,Bridge. Village Savvinskaya.,45776.jpg
Isaac Levitan,Realism,Spring. White lilacs.,91865.jpg
Vasily Polenov,Impressionism,Tancred Castle in Tiberias,55805.jpg
Ivan Shishkin,Realism,Aspen on the way to Kivach,69361.jpg
Andrei Ryabushkin,Realism,Mikhailovsky Street in Novgorod,102548.jpg
Isaac Levitan,Impressionism,Landscape with a convent,96413.jpg
Konstantin Makovsky,Romanticism,Fairy Tails,78705.jpg
Louis Comfort Tiffany,Art Nouveau (Modern),Window,30759.jpg
Arthur Hughes,Romanticism,Gleaning,65514.jpg
Eugene Boudin,Impressionism,The Mouth of the Elorn in the Area of Brest,94054.jpg
Adriaen van Ostade,Baroque,Peasants in a Tavern,102352.jpg
Camille Corot,Realism,"Portrait of Madame Langeron, Four Years Old",32509.jpg
Mary Cassatt,Impressionism,Bust of Francoise Looking Down,72265.jpg
Vasily Polenov,Romanticism,"Portrait of V. N. Voeikova, the grandmother of the artist",9220.jpg
Franz Stuck,Symbolism,The Sin,64980.jpg
Viktor Vasnetsov,Realism,From Dominik ,95483.jpg
Childe Hassam,Impressionism,"An Evening Street Scene, Pont Aven",16555.jpg
Mary Cassatt,Impressionism,Portrait of Madame A. F. Aude and Her Two Daughters,12050.jpg
Ligia Macovei,Expressionism,unknown title,58710.jpg
Frantisek Kupka,Expressionism,The Black Idol (Resistance),56262.jpg
Rafael Zabaleta,Expressionism,Family of puppeteers,84653.jpg
Giovanni Boldini,Realism,Madame Leclanche,73368.jpg
Paul Klee,Surrealism,Apparatus for the Magnetic Treatment of Plants,1881.jpg
Yves Laloy,Surrealism,Les petits poissons rouges... les petits pois sont verts...,82464.jpg
William-Adolphe Bouguereau,Realism,Marguerite,86911.jpg
Josef Herman,Expressionism,Mother and Child,27207.jpg
Wyndham Lewis,Expressionism,Edwin Evans  ,73479.jpg
Samuel Peploe,Post-Impressionism,Man Laughing (Tom Morris) ,48099.jpg
Henri-Edmond Cross,Impressionism,Study for The Grape Pickers,56245.jpg
John Atkinson Grimshaw,Romanticism,November Moonlight,27234.jpg
Jean-Honore Fragonard,Rococo,A Boy as Pierrot ,52990.jpg
Maurice Prendergast,Impressionism,Street Scene,94467.jpg
Isaac Levitan,Realism,River in the forest. Autumn at river Istra.,24249.jpg
Eugene Boudin,Realism,The beach at Trouville,8243.jpg
Carl Larsson,Art Nouveau (Modern),Brita at the Piano,55387.jpg
Ivan Shishkin,Realism,Forest,81838.jpg
Isaac Levitan,Realism,Road,1469.jpg
Diego Velazquez,Baroque,Study for the head of Apollo,90920.jpg
Bernardo Bellotto,Rococo,View of the New Market Place in Dresden from the Moritzstrasse,76164.jpg
Jacob Jordaens,Baroque,The Assumption of the Virgin,65582.jpg
the square where the ancient Temple of Jerusalem was situated,Realism,Haram Ash-Sharif,85078.jpg
Ivan Aivazovsky,Romanticism,Sailing in the sea,79485.jpg
Konstantin Makovsky,Realism,Grandfather Stories,2207.jpg
Ivan Shishkin,Realism,Cape Ai-Todor. Crimea,71427.jpg
Adolphe Joseph Thomas Monticelli,Romanticism,An evening at the Paiva,18371.jpg
Lev Lagorio,Romanticism,In the Caucasus,30502.jpg
Alexey  Bogolyubov,Romanticism,Smolny as seen from Bolshaya Okhta,41122.jpg
Aleksey Savrasov,Realism,Glade in a pine forest,94534.jpg
Maurice Prendergast,Post-Impressionism,Sunny Day at the Beach,100403.jpg
Pavel Svinyin,Romanticism,Niagara Falls,65086.jpg
Nicholas Roerich,Symbolism,King Gesar,97002.jpg
Louis Comfort Tiffany,Post-Impressionism,"On the Way between Old and New Cairo, Citadel Mosque of Mohammed Ali, and Tombs of the Mamelukes ",89973.jpg
Egon Schiele,Expressionism,Seated Woman with Her Left Hand in Her Hair,2228.jpg
Henri Fantin-Latour,Realism,White Roses,64159.jpg
Frantisek Kupka,Expressionism,Tango,24409.jpg
Piroska Szanto,Expressionism,Cat,57593.jpg
Nicholas Roerich,Symbolism,Dharmapala Mahākāla,63866.jpg
Lucian Freud,Expressionism,A Man and his Daughter,70816.jpg
Alekos Kontopoulos ,Surrealism,"Refutations,",83001.jpg
Sir Lawrence Alma-Tadema,Romanticism,A Love Missle,75318.jpg
Janos Tornyai,Post-Impressionism,Cortyard in Sunshine,15976.jpg
Peter Paul Rubens,Baroque,Decius Mus Addressing the Legions,69172.jpg
Yiannis Moralis,Expressionism,Portrait of a woman (detail),15406.jpg
Yiannis Moralis,Expressionism,"Portrait of a girl, detail",55905.jpg
 Wassily Kandinsky,Expressionism,Arab Town,69289.jpg
Alexandre Jacovleff,Expressionism,"Titi and Naranghe, Daughters of Chief Eki Bondo",78337.jpg
Maxime Maufra,Post-Impressionism,The Shore at Duarnenez,19921.jpg
Augustus John,Post-Impressionism,Scottish-Canadian Soldier,55869.jpg
John Riley,Baroque,John Dryden,49086.jpg
Camille Corot,Realism,Figures in a Forest,13241.jpg
Eugene Boudin,Impressionism,The Trouville Basin,39579.jpg
Howard Pyle,Romanticism,Otto of the Silver Hand  19,63910.jpg
Henri Matisse,Expressionism,"Seated Figure, Striped Carpet",79646.jpg
Egon Schiele,Art Nouveau (Modern),Crouching Figure (Valerie Neuzil),13950.jpg
Charles M. Russell,Romanticism,The Romance Makers ,68954.jpg
Alfred Stevens,Romanticism,In Memoriam,67785.jpg
Kuzma Petrov-Vodkin,Symbolism,Self-portrait ,33541.jpg
Konstantin Korovin,Impressionism,Nasturtium ,58921.jpg
Vasily Surikov,Realism,Cossacks,55276.jpg
Ilya Mashkov,Post-Impressionism,Russian Venus,88204.jpg
Konstantin Yuon,Impressionism,The Winter. Little Bridge,87854.jpg
Kuzma Petrov-Vodkin,Symbolism,Head of a boy ,46541.jpg
Boris Kustodiev,Realism,Akaky Akakiyevich returned from the party,88186.jpg
Boris Kustodiev,Realism,Staraya Russa,101696.jpg
Vasily Polenov,Realism,Barge,82153.jpg
Vasily Vereshchagin,Realism,Afghan,13062.jpg
Giovanni Battista Torriglia,Romanticism,The Web of Life,55858.jpg
Martiros Saryan,Realism,Flowers,60092.jpg
Ivan Aivazovsky,Romanticism,Seascape with Moon,35029.jpg
Vasily Vereshchagin,Realism,"Main Street in Samarkand, from the height of the citadel in the early morning",66143.jpg
Ivan Shishkin,Realism,Twilight,101144.jpg
Andrei Ryabushkin,Romanticism,Noah's Ark,53795.jpg
Nicolae Vermont,Impressionism,Turkeys in Vlaici,79561.jpg
Alfred Sisley,Impressionism,Inn at East Molesey with Hampton Court Bridge,81025.jpg
Nicholas Roerich,Symbolism,Kangchenjunga,100226.jpg
Canaletto,Rococo,Windsor Castle,73407.jpg
Vue prise du Mamelon vert,Realism,Cauterets,58467.jpg
Egon Schiele,Expressionism,Self Portrait,42007.jpg
Eugene Boudin,Impressionism,Antibes,3832.jpg
Boris Grigoriev,Expressionism,Faces of Russia,69694.jpg
Paul Signac,Impressionism,"Saint Briac, Courtyard of the Ville Hue",53488.jpg
Ottone Rosai,Expressionism,Via San Leonardo,1148.jpg
Annibale Carracci,Baroque,Portrait of Annibale Carracci,99562.jpg
Natalia Goncharova,Expressionism,Harvest,59333.jpg
Bartolome Esteban Murillo,Baroque,The Immaculate Conception,4118.jpg
George Romney,Rococo,Elizabeth Allen (Mrs Josiah Wedgwood II) (1764–1846),77167.jpg
Mattia Preti,Baroque,Christ in the House of Simon,24691.jpg
Aleksey Antropov,Baroque,Portrait of Tsar Peter I the Great (1672-1725) ,44308.jpg
Howard Pyle,Romanticism,Otto of the Silver Hand  9,78015.jpg
Martiros Saryan,Expressionism,Still life and children,90860.jpg
Lucian Freud,Expressionism,"Blond Girl, Night Portrait",101023.jpg
Martiros Saryan,Symbolism,Geghama mountains,101293.jpg
Martiros Saryan,Expressionism,Still life,13271.jpg
Martiros Saryan,Post-Impressionism,Flowers,736.jpg
George Stefanescu-Ramnic ,Expressionism,Nudes in the Grass,78733.jpg
Lajos Gulacsy ,Symbolism,The Betrothal of Mary,16194.jpg
Nikolaos Gyzis,Symbolism,Landscape,98592.jpg
Thomas Hill,Romanticism,Alaska Scene near Juneau ,7412.jpg
Ivan Aivazovsky,Romanticism,Sea on the mountains background,98973.jpg
Fyodor Vasilyev,Realism,Rye,71948.jpg
Ivan Aivazovsky,Romanticism,Sunrise in Feodosia,12675.jpg
Ivan Shishkin,Realism,Misty Morning,4718.jpg
Franz Richard Unterberger,Romanticism,The Last Day Of The Harvest,11073.jpg
Ivan Aivazovsky,Romanticism,The monastery of George. Cape Fiolent,36279.jpg
Ivan Aivazovsky,Romanticism,Lunar night on the Crimean coast ,34240.jpg
Ivan Aivazovsky,Romanticism,Sunset at the Crimean coast,12843.jpg
Arkhip Kuindzhi,Impressionism,Moonlight Night on the Sea,72983.jpg
Isaac Levitan,Realism,Village Savvinskaya near Zvenigorod,45214.jpg
Ivan Aivazovsky,Romanticism,Seascape,14959.jpg
William Turner,Romanticism,Rome From Monte Testaccio,70158.jpg
Ivan Aivazovsky,Romanticism,The Tempest ,6839.jpg
Boris Kustodiev,Realism,Portrait of a Woman,51120.jpg
Alphonse Mucha,Romanticism,Envisage,39740.jpg
Konstantin Makovsky,Romanticism,Models waiting for Artist (basking Italians),4170.jpg
Jan Siberechts,Baroque,"An Extensive River landscape, Probably Derbyshire, With Drovers And Their Cattle In The Foreground",54595.jpg
Ivan Aivazovsky,Romanticism,Pushkin at the top of the Ai-Petri Mountain at sunrise,77053.jpg
Boris Kustodiev,Realism,Portrait of P.N. Sakulin,84735.jpg
Ivan Aivazovsky,Romanticism,Sea view ,46634.jpg
Cornelis Vreedenburgh,Impressionism,A View Of Amsterdam With The St. Nicolaas Church,34655.jpg
Ivan Aivazovsky,Romanticism,Crimean landscape with a sailboat ,24467.jpg
Karoly Ferenczy,Impressionism,Horses,33884.jpg
Salvador Dali,Surrealism,Jason Carrying the Golden Fleece (unfinished),51596.jpg
Arshile Gorky,Post-Impressionism,Portrait of Myself and My Imaginary Wife,51088.jpg
Rembrandt,Baroque,The Boathouse called a Grotto with a Brook,35259.jpg
Martiros Saryan,Realism,Still life,48567.jpg
Theodore Chasseriau,Romanticism,Apollo and Daphne,44251.jpg
Berthe Morisot,Impressionism,View on Paris Sun,41290.jpg
Albert Bierstadt,Romanticism,"Mormon Boy, Salt Lake City",62697.jpg
Mary Cassatt,Impressionism,Maternal Caress,93729.jpg
Felix Vallotton ,Art Nouveau (Modern),Portrait of French writer André Ferdinand Herold ,66388.jpg
Raphael Kirchner,Art Nouveau (Modern),Single Items,50310.jpg
Valentin Serov,Art Nouveau (Modern),The Rape of Europa ,90904.jpg
Ivan Milev,Art Nouveau (Modern),unknown title,59538.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,Madame E. Tapie de Celeyran in a Garden,44342.jpg
George Luks,Impressionism,Madison Square,52236.jpg
Camille Corot,Romanticism,Landscape with Figures,94060.jpg
Janos Tornyai,Post-Impressionism,Sitting Nude from the Back,102429.jpg
Irma Stern,Post-Impressionism,Malay Girl,41557.jpg
Gustav Klimt,Symbolism,The Tall Poplar Trees II,97169.jpg
John Riley,Baroque,"Sir Harbottle Grimston, Speaker",22693.jpg
M.C. Escher,Surrealism,Porthole,41112.jpg
Endre Bartos,Expressionism,Thick forest,69087.jpg
George Luks,Impressionism,Girl with Pink Ribbon,33286.jpg
Thomas Sully,Romanticism,The Alexander Family Group Portrait ,78873.jpg
Cornelis Vreedenburgh,Impressionism,Garden With Blossoming Trees,97868.jpg
Cornelis de Vos,Baroque,Portrait of Elisabeth Mertens and her Late Husband,60626.jpg
Thomas Hill,Romanticism,"Royal Arches and Half Dome, Yosemite",87195.jpg
Ivan Shishkin,Realism,First Snow,47511.jpg
Boris Kustodiev,Realism,Portrait of S. Somov,3444.jpg
Konstantin Somov,Art Nouveau (Modern),Sunday,29744.jpg
Konstantin Korovin,Art Nouveau (Modern),Fruit seller.Costume design for Gartman`s ballet,71785.jpg
Ivan Aivazovsky,Romanticism,The Bay of Naples early in the morning,31444.jpg
Frans Hals,Baroque,Peasants At A Wedding Feast,17711.jpg
Zinaida Serebriakova,Impressionism,Animal Farm in the village Neskuchnoye ,87401.jpg
Francisco Goya,Romanticism,The Picnic,37374.jpg
Ivan Aivazovsky,Romanticism,Chumaks in Little Russia,19966.jpg
Ivan Aivazovsky,Romanticism,View on rocky coast,89022.jpg
Vasily Polenov,Realism,The River Svinka,97101.jpg
Constant Troyon,Realism,Returning From Pasture,94286.jpg
Aleksey Savrasov,Realism,Evening Landscape,85084.jpg
Vasily Polenov,Realism,Feast of Vladimir the Red Sun,89670.jpg
Ernst Ludwig Kirchner,Expressionism,Design for the Wall Painting Colourful Dance,81763.jpg
Camille Corot,Realism,A Dune at Dunkirk,74672.jpg
Camille Corot,Romanticism,Rome The Fountain of the Academie de France,95053.jpg
Edward Lear,Romanticism,Masada on the Dead Sea,51299.jpg
Market Place,Impressionism,Variations in Violet and Grey,57439.jpg
Vasily Surikov,Realism,Illumination of Moscow,53344.jpg
Karoly Ferenczy,Impressionism,Riding Children,61697.jpg
Ilya Repin,Realism,Double Portrait of Natalia Nordmann and Ilya-Repin,43639.jpg
Eugene Boudin,Impressionism,Fisherwives Waiting for the Boats to Return,9000.jpg
Helen Dahm,Expressionism,Mädchen mit Schwänen,18729.jpg
Amedeo Modigliani,Expressionism,Girl in Blue,79398.jpg
Frantisek Kupka,Art Nouveau (Modern),Yellow Spectrum,89563.jpg
Arturo Souto,Expressionism,Enthusiasm of fighting,4415.jpg
Marc Chagall,Expressionism,The house on the forest edge,77525.jpg
Anthony van Dyck,Baroque,Young Woman with a Child,19178.jpg
Wilhelm Kotarbinski,Art Nouveau (Modern),St. Pafnuty,89795.jpg
Nicholas Roerich,Art Nouveau (Modern),Igor,98081.jpg
Thomas Cole,Romanticism,A View near Tivoli (Morning),33394.jpg
Camille Corot,Realism,"View from the Farnese gardens, Rome",55668.jpg
Franz Marc,Expressionism,Gazelles,33561.jpg
John Everett Millais,Romanticism,Princes In The Tower,31720.jpg
Isaac Levitan,Realism,Old yard. Plyos.,96168.jpg
Ivan Aivazovsky,Romanticism,Mine attack,62738.jpg
Arkhip Kuindzhi,Impressionism,Sunset,6186.jpg
Lucian Grigorescu,Impressionism,The Sea at Tuzla,11630.jpg
Ivan Shishkin,Realism,Rye,66876.jpg
Konstantin Somov,Symbolism,Russian ballet. Champs-Elysees. Sylph,6767.jpg
Konstantin Bogaevsky,Realism,Study of boats and cows,45671.jpg
Aleksey Savrasov,Realism,Oak,92850.jpg
Ivan Aivazovsky,Romanticism,The Shipwreck,57817.jpg
Arkhip Kuindzhi,Impressionism,A Birch Grove,92830.jpg
Paul Signac,Impressionism,"Study for Venice, Morning ",53951.jpg
James McNeill Whistler,Impressionism,Beach Scene,28801.jpg
Cornelis Vreedenburgh,Impressionism,Painter's Workshop,7166.jpg
Joaquín Sorolla,Impressionism,Girl with flowers,64516.jpg
George Stefanescu-Ramnic ,Post-Impressionism,Feminity,92259.jpg
Martiros Saryan,Symbolism,Caravan,30633.jpg
Jules Breton,Realism,The Last Gleanings ,32414.jpg
Peter Paul Rubens,Baroque,"Isabella (1566-1633), Regent of the Low Countries ",65482.jpg
Thomas Hill,Romanticism,"Piute Indians, Yosemite",77663.jpg
Camille Corot,Realism,"Morning, the Dance of the Nymphs",78574.jpg
Ivan Kramskoy,Realism,Girl with a Cat,23669.jpg
Piet Mondrian,Impressionism,At the Amstel Sun,21963.jpg
Henri Fantin-Latour,Realism,Apples,32282.jpg
Thomas Cole,Romanticism,Aqueduct near Rome,57858.jpg
Maurice Prendergast,Post-Impressionism,Crepuscule (also known as Sunset),12096.jpg
Henri Fantin-Latour,Realism,Chrysanthemums,18937.jpg
Leon Bakst,Art Nouveau (Modern),"The Firebird, Michel Fokine as tsarevitch  ",17591.jpg
Childe Hassam,Impressionism,Cotysville,42950.jpg
Rembrandt,Baroque,Jan Six,42097.jpg
Vasily Polenov,Realism,The two men's heads in turbans,29737.jpg
James McNeill Whistler,Impressionism,Portrait of Miss Amy Brandon Thomas,90786.jpg
Eugene Boudin,Impressionism,"Berck, Jetty and Sailing Boats at Low Tide",101369.jpg
Charles M. Russell,Romanticism,A Campsite by the Lake ,45024.jpg
Max Walter Svanberg,Surrealism,unknown title,26702.jpg
Henri Fantin-Latour,Realism,The Flowers of Middle Summer,30663.jpg
Berthe Morisot,Realism,Calvary (after Veronese),36565.jpg
Fyodor Vasilyev,Realism,Return of the Herd,13438.jpg
Vasily Vereshchagin,Realism,A rich Kyrgyz hunter with a falcon,87929.jpg
Konstantin Korovin,Impressionism,Portrait of Nadezhda Komarovskaya,64886.jpg
Kuzma Petrov-Vodkin,Symbolism,Artist's Model from the back ,26423.jpg
Martiros Saryan,Expressionism,Wisteria,16608.jpg
Vasily Vereshchagin,Realism,Triumph,2297.jpg
Jacob Jordaens,Baroque,The Bean King,32662.jpg
Ivan Aivazovsky,Romanticism,View of the Bosporus,9334.jpg
Konstantin Makovsky,Realism,Alexeyich,66198.jpg
Aristarkh Lentulov,Post-Impressionism,Self-portrait,13535.jpg
Anthony van Dyck,Baroque,Queen Henrietta Maria and her dwarf Sir Jeffrey Hudson,35322.jpg
William Turner,Romanticism,"Tree Tops and Sky, Guildford Castle",82673.jpg
Marcus Stone,Romanticism,Honeymoon,94928.jpg
Camille Corot,Realism,Aqueducts in the Roman Campagna,41386.jpg
Egon Schiele,Expressionism,Standing Male Nude,4148.jpg
Eugene Boudin,Impressionism,"Fecamp, the Inner Port under Construction",77636.jpg
Rembrandt,Baroque,A Village with a Square Tower,95297.jpg
